phrase_id,phrase_text,verb,noun,context
2055,etch an oak vanity (drawer open),inscribe,vanity-open,interaction
2056,inscribe an oak vanity,inscribe,vanity,interaction
2057,engrave an oak vanity,inscribe,vanity,interaction
2058,etch an oak vanity,inscribe,vanity,interaction
2059,inscribe a heavy wardrobe (open),inscribe,wardrobe-open,interaction
2060,engrave a heavy wardrobe (open),inscribe,wardrobe-open,interaction
2061,etch a heavy wardrobe (open),inscribe,wardrobe-open,interaction
2062,inscribe a heavy wardrobe,inscribe,wardrobe,interaction
2063,engrave a heavy wardrobe,inscribe,wardrobe,interaction
2064,etch a heavy wardrobe,inscribe,wardrobe,interaction
2065,inscribe an open leaded glass window,inscribe,window-open,interaction
2066,engrave an open leaded glass window,inscribe,window-open,interaction
2067,etch an open leaded glass window,inscribe,window-open,interaction
2068,inscribe a leaded glass window,inscribe,window,interaction
2069,engrave a leaded glass window,inscribe,window,interaction
2070,etch a leaded glass window,inscribe,window,interaction
2071,inscribe a moth-eaten wool cloak,inscribe,wool-cloak,interaction
2072,engrave a moth-eaten wool cloak,inscribe,wool-cloak,interaction
2073,etch a moth-eaten wool cloak,inscribe,wool-cloak,interaction
2074,check inventory,inventory,,meta
2075,lick a crude bandage,lick,bandage,sensory
2076,taste a crude bandage,lick,bandage,sensory
2077,lick crude bandage,lick,bandage,sensory
2078,lick rumpled bed sheets,lick,bed-sheets,sensory
2079,taste rumpled bed sheets,lick,bed-sheets,sensory
2080,lick sheets,lick,bed-sheets,sensory
2081,lick a large four-poster bed,lick,bed,sensory
2082,taste a large four-poster bed,lick,bed,sensory
2083,lick large four-poster bed,lick,bed,sensory
2084,lick a heavy wool blanket,lick,blanket,sensory
2085,taste a heavy wool blanket,lick,blanket,sensory
2086,lick heavy wool blanket,lick,blanket,sensory
2087,lick a small brass key,lick,brass-key,sensory
2088,taste a small brass key,lick,brass-key,sensory
2089,lick small brass key,lick,brass-key,sensory
2090,lick a lit tallow candle,lick,candle-lit,sensory
2091,taste a lit tallow candle,lick,candle-lit,sensory
2092,lick lit tallow candle,lick,candle-lit,sensory
2093,lick a tallow candle,lick,candle,sensory
2094,taste a tallow candle,lick,candle,sensory
2095,lick tallow candle,lick,candle,sensory
2096,lick a ceramic chamber pot,lick,chamber-pot,sensory
2097,taste a ceramic chamber pot,lick,chamber-pot,sensory
2098,lick ceramic chamber pot,lick,chamber-pot,sensory
2099,lick a piece of cloth,lick,cloth,sensory
2100,taste a piece of cloth,lick,cloth,sensory
2101,lick piece of cloth,lick,cloth,sensory
2102,lick heavy velvet curtains (open),lick,curtains-open,sensory
2103,taste heavy velvet curtains (open),lick,curtains-open,sensory
2104,lick curtains,lick,curtains-open,sensory
2105,lick heavy velvet curtains,lick,curtains,sensory
2106,taste heavy velvet curtains,lick,curtains,sensory
2107,lick a glass shard,lick,glass-shard,sensory
2108,taste a glass shard,lick,glass-shard,sensory
2109,lick glass shard,lick,glass-shard,sensory
2110,lick a small knife,lick,knife,sensory
2111,taste a small knife,lick,knife,sensory
2112,lick small knife,lick,knife,sensory
2113,lick a lit match,lick,match-lit,sensory
2114,taste a lit match,lick,match-lit,sensory
2115,lick lit match,lick,match-lit,sensory
2116,lick a wooden match,lick,match,sensory
2117,taste a wooden match,lick,match,sensory
2118,lick wooden match,lick,match,sensory
2119,lick a small matchbox,lick,matchbox,sensory
2120,taste a small matchbox,lick,matchbox,sensory
2121,lick small matchbox,lick,matchbox,sensory
2122,lick a sewing needle,lick,needle,sensory
2123,taste a sewing needle,lick,needle,sensory
2124,lick sewing needle,lick,needle,sensory
2125,lick a small nightstand (drawer open),lick,nightstand-open,sensory
2126,taste a small nightstand (drawer open),lick,nightstand-open,sensory
2127,lick small nightstand (drawer open),lick,nightstand-open,sensory
2128,lick a small nightstand,lick,nightstand,sensory
2129,taste a small nightstand,lick,nightstand,sensory
2130,lick small nightstand,lick,nightstand,sensory
2131,lick a blank sheet of paper,lick,paper,sensory
2132,taste a blank sheet of paper,lick,paper,sensory
2133,lick blank sheet of paper,lick,paper,sensory
2134,lick an ink pen,lick,pen,sensory
2135,taste an ink pen,lick,pen,sensory
2136,lick ink pen,lick,pen,sensory
2137,lick a graphite pencil,lick,pencil,sensory
2138,taste a graphite pencil,lick,pencil,sensory
2139,lick graphite pencil,lick,pencil,sensory
2140,lick a goose-down pillow,lick,pillow,sensory
2141,taste a goose-down pillow,lick,pillow,sensory
2142,lick goose-down pillow,lick,pillow,sensory
2143,lick a sewing pin,lick,pin,sensory
2144,taste a sewing pin,lick,pin,sensory
2145,lick sewing pin,lick,pin,sensory
2146,lick a small glass bottle,lick,poison-bottle,sensory
2147,taste a small glass bottle,lick,poison-bottle,sensory
2148,lick small glass bottle,lick,poison-bottle,sensory
2149,lick a dirty rag,lick,rag,sensory
2150,taste a dirty rag,lick,rag,sensory
2151,lick dirty rag,lick,rag,sensory
2152,lick a threadbare rug,lick,rug,sensory
2153,taste a threadbare rug,lick,rug,sensory
2154,lick threadbare rug,lick,rug,sensory
2155,lick a burlap sack,lick,sack,sensory
2156,taste a burlap sack,lick,sack,sensory
2157,lick burlap sack,lick,sack,sensory
2158,lick a terrible burlap jacket,lick,terrible-jacket,sensory
2159,taste a terrible burlap jacket,lick,terrible-jacket,sensory
2160,lick terrible burlap jacket,lick,terrible-jacket,sensory
2161,lick a spool of thread,lick,thread,sensory
2162,taste a spool of thread,lick,thread,sensory
2163,lick spool of thread,lick,thread,sensory
2164,lick an oak vanity (mirror broken),lick,vanity-mirror-broken,sensory
2165,taste an oak vanity (mirror broken),lick,vanity-mirror-broken,sensory
2166,lick oak vanity (mirror broken),lick,vanity-mirror-broken,sensory
2167,"lick an oak vanity (drawer open, mirror broken)",lick,vanity-open-mirror-broken,sensory
2168,"taste an oak vanity (drawer open, mirror broken)",lick,vanity-open-mirror-broken,sensory
2169,"lick oak vanity (drawer open, mirror broken)",lick,vanity-open-mirror-broken,sensory
2170,lick an oak vanity (drawer open),lick,vanity-open,sensory
2171,taste an oak vanity (drawer open),lick,vanity-open,sensory
2172,lick oak vanity (drawer open),lick,vanity-open,sensory
2173,lick an oak vanity,lick,vanity,sensory
2174,taste an oak vanity,lick,vanity,sensory
2175,lick oak vanity,lick,vanity,sensory
2176,lick a heavy wardrobe (open),lick,wardrobe-open,sensory
2177,taste a heavy wardrobe (open),lick,wardrobe-open,sensory
2178,lick heavy wardrobe (open),lick,wardrobe-open,sensory
2179,lick a heavy wardrobe,lick,wardrobe,sensory
2180,taste a heavy wardrobe,lick,wardrobe,sensory
2181,lick heavy wardrobe,lick,wardrobe,sensory
2182,lick an open leaded glass window,lick,window-open,sensory
2183,taste an open leaded glass window,lick,window-open,sensory
2184,lick open leaded glass window,lick,window-open,sensory
2185,lick a leaded glass window,lick,window,sensory
2186,taste a leaded glass window,lick,window,sensory
2187,lick leaded glass window,lick,window,sensory
2188,lick a moth-eaten wool cloak,lick,wool-cloak,sensory
2189,taste a moth-eaten wool cloak,lick,wool-cloak,sensory
2190,lick moth-eaten wool cloak,lick,wool-cloak,sensory
2191,listen,listen,,sensory
2192,listen a crude bandage,listen,bandage,sensory
2193,listen rumpled bed sheets,listen,bed-sheets,sensory
2194,listen a large four-poster bed,listen,bed,sensory
2195,listen a heavy wool blanket,listen,blanket,sensory
2196,listen a small brass key,listen,brass-key,sensory
2197,listen a lit tallow candle,listen,candle-lit,sensory
2198,listen a tallow candle,listen,candle,sensory
2199,listen a ceramic chamber pot,listen,chamber-pot,sensory
2200,listen a piece of cloth,listen,cloth,sensory
2201,listen heavy velvet curtains (open),listen,curtains-open,sensory
2202,listen heavy velvet curtains,listen,curtains,sensory
2203,listen a glass shard,listen,glass-shard,sensory
2204,listen a small knife,listen,knife,sensory
2205,listen a lit match,listen,match-lit,sensory
2206,listen a wooden match,listen,match,sensory
2207,listen a small matchbox,listen,matchbox,sensory
2208,listen a sewing needle,listen,needle,sensory
2209,listen a small nightstand (drawer open),listen,nightstand-open,sensory
2210,listen a small nightstand,listen,nightstand,sensory
2211,listen a blank sheet of paper,listen,paper,sensory
2212,listen an ink pen,listen,pen,sensory
2213,listen a graphite pencil,listen,pencil,sensory
2214,listen a goose-down pillow,listen,pillow,sensory
2215,listen a sewing pin,listen,pin,sensory
2216,listen a small glass bottle,listen,poison-bottle,sensory
2217,listen a dirty rag,listen,rag,sensory
2218,listen a threadbare rug,listen,rug,sensory
2219,listen a burlap sack,listen,sack,sensory
2220,listen a terrible burlap jacket,listen,terrible-jacket,sensory
2221,listen a spool of thread,listen,thread,sensory
2222,listen an oak vanity (mirror broken),listen,vanity-mirror-broken,sensory
2223,"listen an oak vanity (drawer open, mirror broken)",listen,vanity-open-mirror-broken,sensory
2224,listen an oak vanity (drawer open),listen,vanity-open,sensory
2225,listen an oak vanity,listen,vanity,sensory
2226,listen a heavy wardrobe (open),listen,wardrobe-open,sensory
2227,listen a heavy wardrobe,listen,wardrobe,sensory
2228,listen an open leaded glass window,listen,window-open,sensory
2229,listen a leaded glass window,listen,window,sensory
2230,listen a moth-eaten wool cloak,listen,wool-cloak,sensory
2231,look at,look,,observation
2232,look,look,,observation
2233,observe,look,,observation
2234,look at north,look,north,navigation
2235,look north,look,north,navigation
2236,observe north,look,north,navigation
2237,look at a crude bandage,look,bandage,observation
2238,look a crude bandage,look,bandage,observation
2239,observe a crude bandage,look,bandage,observation
2240,look at rumpled bed sheets,look,bed-sheets,observation
2241,look rumpled bed sheets,look,bed-sheets,observation
2242,observe rumpled bed sheets,look,bed-sheets,observation
2243,look at a large four-poster bed,look,bed,observation
2244,look a large four-poster bed,look,bed,observation
2245,observe a large four-poster bed,look,bed,observation
2246,look at a heavy wool blanket,look,blanket,observation
2247,look a heavy wool blanket,look,blanket,observation
2248,observe a heavy wool blanket,look,blanket,observation
2249,look at a small brass key,look,brass-key,observation
2250,look a small brass key,look,brass-key,observation
2251,observe a small brass key,look,brass-key,observation
2252,look at a lit tallow candle,look,candle-lit,observation
2253,look a lit tallow candle,look,candle-lit,observation
2254,observe a lit tallow candle,look,candle-lit,observation
2255,look at a tallow candle,look,candle,observation
2256,look a tallow candle,look,candle,observation
2257,observe a tallow candle,look,candle,observation
2258,look at a ceramic chamber pot,look,chamber-pot,observation
2259,look a ceramic chamber pot,look,chamber-pot,observation
2260,observe a ceramic chamber pot,look,chamber-pot,observation
2261,look at a piece of cloth,look,cloth,observation
2262,look a piece of cloth,look,cloth,observation
2263,observe a piece of cloth,look,cloth,observation
2264,look at heavy velvet curtains (open),look,curtains-open,observation
2265,look heavy velvet curtains (open),look,curtains-open,observation
2266,observe heavy velvet curtains (open),look,curtains-open,observation
2267,look at heavy velvet curtains,look,curtains,observation
2268,look heavy velvet curtains,look,curtains,observation
2269,observe heavy velvet curtains,look,curtains,observation
2270,look at a glass shard,look,glass-shard,observation
2271,look a glass shard,look,glass-shard,observation
2272,observe a glass shard,look,glass-shard,observation
2273,look at a small knife,look,knife,observation
2274,look a small knife,look,knife,observation
2275,observe a small knife,look,knife,observation
2276,look at a lit match,look,match-lit,observation
2277,look a lit match,look,match-lit,observation
2278,observe a lit match,look,match-lit,observation
2279,look at a wooden match,look,match,observation
2280,look a wooden match,look,match,observation
2281,observe a wooden match,look,match,observation
2282,look at a small matchbox,look,matchbox,observation
2283,look a small matchbox,look,matchbox,observation
2284,observe a small matchbox,look,matchbox,observation
2285,look at a sewing needle,look,needle,observation
2286,look a sewing needle,look,needle,observation
2287,observe a sewing needle,look,needle,observation
2288,look at a small nightstand (drawer open),look,nightstand-open,observation
2289,look a small nightstand (drawer open),look,nightstand-open,observation
2290,observe a small nightstand (drawer open),look,nightstand-open,observation
2291,look at a small nightstand,look,nightstand,observation
2292,look a small nightstand,look,nightstand,observation
2293,observe a small nightstand,look,nightstand,observation
2294,look at a blank sheet of paper,look,paper,observation
2295,look a blank sheet of paper,look,paper,observation
2296,observe a blank sheet of paper,look,paper,observation
2297,look at an ink pen,look,pen,observation
2298,look an ink pen,look,pen,observation
2299,observe an ink pen,look,pen,observation
2300,look at a graphite pencil,look,pencil,observation
2301,look a graphite pencil,look,pencil,observation
2302,observe a graphite pencil,look,pencil,observation
2303,look at a goose-down pillow,look,pillow,observation
2304,look a goose-down pillow,look,pillow,observation
2305,observe a goose-down pillow,look,pillow,observation
2306,look at a sewing pin,look,pin,observation
2307,look a sewing pin,look,pin,observation
2308,observe a sewing pin,look,pin,observation
2309,look at a small glass bottle,look,poison-bottle,observation
2310,look a small glass bottle,look,poison-bottle,observation
2311,observe a small glass bottle,look,poison-bottle,observation
2312,look at a dirty rag,look,rag,observation
2313,look a dirty rag,look,rag,observation
2314,observe a dirty rag,look,rag,observation
2315,look at a threadbare rug,look,rug,observation
2316,look a threadbare rug,look,rug,observation
2317,observe a threadbare rug,look,rug,observation
2318,look at a burlap sack,look,sack,observation
2319,look a burlap sack,look,sack,observation
2320,observe a burlap sack,look,sack,observation
2321,look at a terrible burlap jacket,look,terrible-jacket,observation
2322,look a terrible burlap jacket,look,terrible-jacket,observation
2323,observe a terrible burlap jacket,look,terrible-jacket,observation
2324,look at a spool of thread,look,thread,observation
2325,look a spool of thread,look,thread,observation
2326,observe a spool of thread,look,thread,observation
2327,look at an oak vanity (mirror broken),look,vanity-mirror-broken,observation
2328,look an oak vanity (mirror broken),look,vanity-mirror-broken,observation
2329,observe an oak vanity (mirror broken),look,vanity-mirror-broken,observation
2330,"look at an oak vanity (drawer open, mirror broken)",look,vanity-open-mirror-broken,observation
2331,"look an oak vanity (drawer open, mirror broken)",look,vanity-open-mirror-broken,observation
2332,"observe an oak vanity (drawer open, mirror broken)",look,vanity-open-mirror-broken,observation
2333,look at an oak vanity (drawer open),look,vanity-open,observation
2334,look an oak vanity (drawer open),look,vanity-open,observation
2335,observe an oak vanity (drawer open),look,vanity-open,observation
2336,look at an oak vanity,look,vanity,observation
2337,look an oak vanity,look,vanity,observation
2338,observe an oak vanity,look,vanity,observation
2339,look at a heavy wardrobe (open),look,wardrobe-open,observation
2340,look a heavy wardrobe (open),look,wardrobe-open,observation
2341,observe a heavy wardrobe (open),look,wardrobe-open,observation
2342,look at a heavy wardrobe,look,wardrobe,observation
2343,look a heavy wardrobe,look,wardrobe,observation
2344,observe a heavy wardrobe,look,wardrobe,observation
2345,look at an open leaded glass window,look,window-open,observation
2346,look an open leaded glass window,look,window-open,observation
2347,observe an open leaded glass window,look,window-open,observation
2348,look at a leaded glass window,look,window,observation
2349,look a leaded glass window,look,window,observation
2350,observe a leaded glass window,look,window,observation
2351,look at a moth-eaten wool cloak,look,wool-cloak,observation
2352,look a moth-eaten wool cloak,look,wool-cloak,observation
2353,observe a moth-eaten wool cloak,look,wool-cloak,observation
2354,mend a crude bandage,mend,bandage,interaction
2355,repair a crude bandage,mend,bandage,interaction
2356,fix a crude bandage,mend,bandage,interaction
2357,mend rumpled bed sheets,mend,bed-sheets,interaction
2358,repair rumpled bed sheets,mend,bed-sheets,interaction
2359,fix rumpled bed sheets,mend,bed-sheets,interaction
2360,mend a large four-poster bed,mend,bed,interaction
2361,repair a large four-poster bed,mend,bed,interaction
2362,fix a large four-poster bed,mend,bed,interaction
2363,mend a heavy wool blanket,mend,blanket,interaction
2364,repair a heavy wool blanket,mend,blanket,interaction
2365,fix a heavy wool blanket,mend,blanket,interaction
2366,mend a small brass key,mend,brass-key,interaction
2367,repair a small brass key,mend,brass-key,interaction
2368,fix a small brass key,mend,brass-key,interaction
2369,mend a lit tallow candle,mend,candle-lit,interaction
2370,repair a lit tallow candle,mend,candle-lit,interaction
2371,fix a lit tallow candle,mend,candle-lit,interaction
2372,mend a tallow candle,mend,candle,interaction
2373,repair a tallow candle,mend,candle,interaction
2374,fix a tallow candle,mend,candle,interaction
2375,mend a ceramic chamber pot,mend,chamber-pot,interaction
2376,repair a ceramic chamber pot,mend,chamber-pot,interaction
2377,fix a ceramic chamber pot,mend,chamber-pot,interaction
2378,mend a piece of cloth,mend,cloth,interaction
2379,repair a piece of cloth,mend,cloth,interaction
2380,fix a piece of cloth,mend,cloth,interaction
2381,mend heavy velvet curtains (open),mend,curtains-open,interaction
2382,repair heavy velvet curtains (open),mend,curtains-open,interaction
2383,fix heavy velvet curtains (open),mend,curtains-open,interaction
2384,mend heavy velvet curtains,mend,curtains,interaction
2385,repair heavy velvet curtains,mend,curtains,interaction
2386,fix heavy velvet curtains,mend,curtains,interaction
2387,mend a glass shard,mend,glass-shard,interaction
2388,repair a glass shard,mend,glass-shard,interaction
2389,fix a glass shard,mend,glass-shard,interaction
2390,mend a small knife,mend,knife,interaction
2391,repair a small knife,mend,knife,interaction
2392,fix a small knife,mend,knife,interaction
2393,mend a lit match,mend,match-lit,interaction
2394,repair a lit match,mend,match-lit,interaction
2395,fix a lit match,mend,match-lit,interaction
2396,mend a wooden match,mend,match,interaction
2397,repair a wooden match,mend,match,interaction
2398,fix a wooden match,mend,match,interaction
2399,mend a small matchbox,mend,matchbox,interaction
2400,repair a small matchbox,mend,matchbox,interaction
2401,fix a small matchbox,mend,matchbox,interaction
2402,mend a sewing needle,mend,needle,interaction
2403,repair a sewing needle,mend,needle,interaction
2404,fix a sewing needle,mend,needle,interaction
2405,mend a small nightstand (drawer open),mend,nightstand-open,interaction
2406,repair a small nightstand (drawer open),mend,nightstand-open,interaction
2407,fix a small nightstand (drawer open),mend,nightstand-open,interaction
2408,mend a small nightstand,mend,nightstand,interaction
2409,repair a small nightstand,mend,nightstand,interaction
2410,fix a small nightstand,mend,nightstand,interaction
2411,mend a blank sheet of paper,mend,paper,interaction
2412,repair a blank sheet of paper,mend,paper,interaction
2413,fix a blank sheet of paper,mend,paper,interaction
2414,mend an ink pen,mend,pen,interaction
2415,repair an ink pen,mend,pen,interaction
2416,fix an ink pen,mend,pen,interaction
2417,mend a graphite pencil,mend,pencil,interaction
2418,repair a graphite pencil,mend,pencil,interaction
2419,fix a graphite pencil,mend,pencil,interaction
2420,mend a goose-down pillow,mend,pillow,interaction
2421,repair a goose-down pillow,mend,pillow,interaction
2422,fix a goose-down pillow,mend,pillow,interaction
2423,mend a sewing pin,mend,pin,interaction
2424,repair a sewing pin,mend,pin,interaction
2425,fix a sewing pin,mend,pin,interaction
2426,mend a small glass bottle,mend,poison-bottle,interaction
2427,repair a small glass bottle,mend,poison-bottle,interaction
2428,fix a small glass bottle,mend,poison-bottle,interaction
2429,mend a dirty rag,mend,rag,interaction
2430,repair a dirty rag,mend,rag,interaction
2431,fix a dirty rag,mend,rag,interaction
2432,mend a threadbare rug,mend,rug,interaction
2433,repair a threadbare rug,mend,rug,interaction
2434,fix a threadbare rug,mend,rug,interaction
2435,mend a burlap sack,mend,sack,interaction
2436,repair a burlap sack,mend,sack,interaction
2437,fix a burlap sack,mend,sack,interaction
2438,mend a terrible burlap jacket,mend,terrible-jacket,interaction
2439,repair a terrible burlap jacket,mend,terrible-jacket,interaction
2440,fix a terrible burlap jacket,mend,terrible-jacket,interaction
2441,mend a spool of thread,mend,thread,interaction
2442,repair a spool of thread,mend,thread,interaction
2443,fix a spool of thread,mend,thread,interaction
2444,mend an oak vanity (mirror broken),mend,vanity-mirror-broken,interaction
2445,repair an oak vanity (mirror broken),mend,vanity-mirror-broken,interaction
2446,fix an oak vanity (mirror broken),mend,vanity-mirror-broken,interaction
2447,"mend an oak vanity (drawer open, mirror broken)",mend,vanity-open-mirror-broken,interaction
2448,"repair an oak vanity (drawer open, mirror broken)",mend,vanity-open-mirror-broken,interaction
2449,"fix an oak vanity (drawer open, mirror broken)",mend,vanity-open-mirror-broken,interaction
2450,mend an oak vanity (drawer open),mend,vanity-open,interaction
2451,repair an oak vanity (drawer open),mend,vanity-open,interaction
2452,fix an oak vanity (drawer open),mend,vanity-open,interaction
2453,mend an oak vanity,mend,vanity,interaction
2454,repair an oak vanity,mend,vanity,interaction
2455,fix an oak vanity,mend,vanity,interaction
2456,mend a heavy wardrobe (open),mend,wardrobe-open,interaction
2457,repair a heavy wardrobe (open),mend,wardrobe-open,interaction
2458,fix a heavy wardrobe (open),mend,wardrobe-open,interaction
2459,mend a heavy wardrobe,mend,wardrobe,interaction
2460,repair a heavy wardrobe,mend,wardrobe,interaction
2461,fix a heavy wardrobe,mend,wardrobe,interaction
2462,mend an open leaded glass window,mend,window-open,interaction
2463,repair an open leaded glass window,mend,window-open,interaction
2464,fix an open leaded glass window,mend,window-open,interaction
2465,mend a leaded glass window,mend,window,interaction
2466,repair a leaded glass window,mend,window,interaction
2467,fix a leaded glass window,mend,window,interaction
2468,mend a moth-eaten wool cloak,mend,wool-cloak,interaction
2469,repair a moth-eaten wool cloak,mend,wool-cloak,interaction
2470,fix a moth-eaten wool cloak,mend,wool-cloak,interaction
2471,open a crude bandage,open,bandage,interaction
2472,open up a crude bandage,open,bandage,interaction
2473,pry open a crude bandage,open,bandage,interaction
2474,open rumpled bed sheets,open,bed-sheets,interaction
2475,open up rumpled bed sheets,open,bed-sheets,interaction
2476,pry open rumpled bed sheets,open,bed-sheets,interaction
2477,open a large four-poster bed,open,bed,interaction
2478,open up a large four-poster bed,open,bed,interaction
2479,pry open a large four-poster bed,open,bed,interaction
2480,open a heavy wool blanket,open,blanket,interaction
2481,open up a heavy wool blanket,open,blanket,interaction
2482,pry open a heavy wool blanket,open,blanket,interaction
2483,open a small brass key,open,brass-key,interaction
2484,open up a small brass key,open,brass-key,interaction
2485,pry open a small brass key,open,brass-key,interaction
2486,open a lit tallow candle,open,candle-lit,interaction
2487,open up a lit tallow candle,open,candle-lit,interaction
2488,pry open a lit tallow candle,open,candle-lit,interaction
2489,open a tallow candle,open,candle,interaction
2490,open up a tallow candle,open,candle,interaction
2491,pry open a tallow candle,open,candle,interaction
2492,open a ceramic chamber pot,open,chamber-pot,interaction
2493,open up a ceramic chamber pot,open,chamber-pot,interaction
2494,pry open a ceramic chamber pot,open,chamber-pot,interaction
2495,open a piece of cloth,open,cloth,interaction
2496,open up a piece of cloth,open,cloth,interaction
2497,pry open a piece of cloth,open,cloth,interaction
2498,open heavy velvet curtains (open),open,curtains-open,interaction
2499,open up heavy velvet curtains (open),open,curtains-open,interaction
2500,pry open heavy velvet curtains (open),open,curtains-open,interaction
2501,open heavy velvet curtains,open,curtains,interaction
2502,open up heavy velvet curtains,open,curtains,interaction
2503,pry open heavy velvet curtains,open,curtains,interaction
2504,open a glass shard,open,glass-shard,interaction
2505,open up a glass shard,open,glass-shard,interaction
2506,pry open a glass shard,open,glass-shard,interaction
2507,open a small knife,open,knife,interaction
2508,open up a small knife,open,knife,interaction
2509,pry open a small knife,open,knife,interaction
2510,open a lit match,open,match-lit,interaction
2511,open up a lit match,open,match-lit,interaction
2512,pry open a lit match,open,match-lit,interaction
2513,open a wooden match,open,match,interaction
2514,open up a wooden match,open,match,interaction
2515,pry open a wooden match,open,match,interaction
2516,open a small matchbox,open,matchbox,interaction
2517,open up a small matchbox,open,matchbox,interaction
2518,pry open a small matchbox,open,matchbox,interaction
2519,open a sewing needle,open,needle,interaction
2520,open up a sewing needle,open,needle,interaction
2521,pry open a sewing needle,open,needle,interaction
2522,open a small nightstand (drawer open),open,nightstand-open,interaction
2523,open up a small nightstand (drawer open),open,nightstand-open,interaction
2524,pry open a small nightstand (drawer open),open,nightstand-open,interaction
2525,open a small nightstand,open,nightstand,interaction
2526,open up a small nightstand,open,nightstand,interaction
2527,pry open a small nightstand,open,nightstand,interaction
2528,open a blank sheet of paper,open,paper,interaction
2529,open up a blank sheet of paper,open,paper,interaction
2530,pry open a blank sheet of paper,open,paper,interaction
2531,open an ink pen,open,pen,interaction
2532,open up an ink pen,open,pen,interaction
2533,pry open an ink pen,open,pen,interaction
2534,open a graphite pencil,open,pencil,interaction
2535,open up a graphite pencil,open,pencil,interaction
2536,pry open a graphite pencil,open,pencil,interaction
2537,open a goose-down pillow,open,pillow,interaction
2538,open up a goose-down pillow,open,pillow,interaction
2539,pry open a goose-down pillow,open,pillow,interaction
2540,open a sewing pin,open,pin,interaction
2541,open up a sewing pin,open,pin,interaction
2542,pry open a sewing pin,open,pin,interaction
2543,open a small glass bottle,open,poison-bottle,interaction
2544,open up a small glass bottle,open,poison-bottle,interaction
2545,pry open a small glass bottle,open,poison-bottle,interaction
2546,open a dirty rag,open,rag,interaction
2547,open up a dirty rag,open,rag,interaction
2548,pry open a dirty rag,open,rag,interaction
2549,open a threadbare rug,open,rug,interaction
2550,open up a threadbare rug,open,rug,interaction
2551,pry open a threadbare rug,open,rug,interaction
2552,open a burlap sack,open,sack,interaction
2553,open up a burlap sack,open,sack,interaction
2554,pry open a burlap sack,open,sack,interaction
2555,open a terrible burlap jacket,open,terrible-jacket,interaction
2556,open up a terrible burlap jacket,open,terrible-jacket,interaction
2557,pry open a terrible burlap jacket,open,terrible-jacket,interaction
2558,open a spool of thread,open,thread,interaction
2559,open up a spool of thread,open,thread,interaction
2560,pry open a spool of thread,open,thread,interaction
2561,open an oak vanity (mirror broken),open,vanity-mirror-broken,interaction
2562,open up an oak vanity (mirror broken),open,vanity-mirror-broken,interaction
2563,pry open an oak vanity (mirror broken),open,vanity-mirror-broken,interaction
2564,"open an oak vanity (drawer open, mirror broken)",open,vanity-open-mirror-broken,interaction
2565,"open up an oak vanity (drawer open, mirror broken)",open,vanity-open-mirror-broken,interaction
2566,"pry open an oak vanity (drawer open, mirror broken)",open,vanity-open-mirror-broken,interaction
2567,open an oak vanity (drawer open),open,vanity-open,interaction
2568,open up an oak vanity (drawer open),open,vanity-open,interaction
2569,pry open an oak vanity (drawer open),open,vanity-open,interaction
2570,open an oak vanity,open,vanity,interaction
2571,open up an oak vanity,open,vanity,interaction
2572,pry open an oak vanity,open,vanity,interaction
2573,open a heavy wardrobe (open),open,wardrobe-open,interaction
2574,open up a heavy wardrobe (open),open,wardrobe-open,interaction
2575,pry open a heavy wardrobe (open),open,wardrobe-open,interaction
2576,open a heavy wardrobe,open,wardrobe,interaction
2577,open up a heavy wardrobe,open,wardrobe,interaction
2578,pry open a heavy wardrobe,open,wardrobe,interaction
2579,open an open leaded glass window,open,window-open,interaction
2580,open up an open leaded glass window,open,window-open,interaction
2581,pry open an open leaded glass window,open,window-open,interaction
2582,open a leaded glass window,open,window,interaction
2583,open up a leaded glass window,open,window,interaction
2584,pry open a leaded glass window,open,window,interaction
2585,open a moth-eaten wool cloak,open,wool-cloak,interaction
2586,open up a moth-eaten wool cloak,open,wool-cloak,interaction
2587,pry open a moth-eaten wool cloak,open,wool-cloak,interaction
2588,pick up a crude bandage,pick,bandage,inventory
2589,pick a crude bandage,pick,bandage,inventory
2590,pick up crude bandage,pick,bandage,inventory
2591,pick up rumpled bed sheets,pick,bed-sheets,inventory
2592,pick rumpled bed sheets,pick,bed-sheets,inventory
2593,pick up sheets,pick,bed-sheets,inventory
2594,pick up a large four-poster bed,pick,bed,inventory
2595,pick a large four-poster bed,pick,bed,inventory
2596,pick up large four-poster bed,pick,bed,inventory
2597,pick up a heavy wool blanket,pick,blanket,inventory
2598,pick a heavy wool blanket,pick,blanket,inventory
2599,pick up heavy wool blanket,pick,blanket,inventory
2600,pick up a small brass key,pick,brass-key,inventory
2601,pick a small brass key,pick,brass-key,inventory
2602,pick up small brass key,pick,brass-key,inventory
2603,pick up a lit tallow candle,pick,candle-lit,inventory
2604,pick a lit tallow candle,pick,candle-lit,inventory
2605,pick up lit tallow candle,pick,candle-lit,inventory
2606,pick up a tallow candle,pick,candle,inventory
2607,pick a tallow candle,pick,candle,inventory
2608,pick up tallow candle,pick,candle,inventory
2609,pick up a ceramic chamber pot,pick,chamber-pot,inventory
2610,pick a ceramic chamber pot,pick,chamber-pot,inventory
2611,pick up ceramic chamber pot,pick,chamber-pot,inventory
2612,pick up a piece of cloth,pick,cloth,inventory
